experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
conditional,565,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,565,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
conditional,565,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,566,57,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,566,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
conditional,566,61,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
conditional,566,286,4,7,Disgust,0.0,Male,7,4 7,7,4 7
conditional,566,119,1,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
conditional,566,86,2,7,Disgust,1.0,Female,2,2,2,2
conditional,566,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,566,30,2,2,Calm,1.0,Female,2,2,2,2
conditional,566,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,566,246,4,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
conditional,566,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
conditional,566,249,7,7,Disgust,0.0,Male,7,7,7,7
conditional,566,242,2,2,Calm,1.0,Female,2,2,2,2
conditional,566,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,566,222,3,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
conditional,566,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
conditional,566,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
conditional,566,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,566,245,5,5,Angry,1.0,Female,5,5,5,5
conditional,566,44,7,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
conditional,566,178,5,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
conditional,566,103,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,566,70,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,566,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
conditional,566,300,2,4,Sad,1.0,Female,2,2 4,2 4,2 4
conditional,566,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
conditional,566,51,3,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
conditional,566,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
conditional,566,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
conditional,566,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
conditional,566,201,5,5,Angry,0.0,Male,5,5,5,5
conditional,566,234,5,5,Angry,1.0,Female,5,5,5,5
conditional,566,45,7,7,Disgust,1.0,Female,7,7,7,7
conditional,566,337,3,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
conditional,566,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,566,94,5,5,Angry,1.0,Female,5,5,5,5
conditional,566,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,566,147,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
conditional,566,343,5,5,Angry,1.0,Female,5,5,5,5
conditional,566,254,2,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,566,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,566,97,8,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
conditional,566,34,5,5,Angry,0.0,Male,5,5,5,5
conditional,566,357,4,4,Sad,1.0,Female,4,2 4,4,4
conditional,566,218,8,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
conditional,566,305,8,8,Surprised,1.0,Female,8,3 8,8,8
conditional,566,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
conditional,566,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
conditional,566,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
conditional,566,226,2,4,Sad,0.0,Male,2,2,2,1 2 4
conditional,567,199,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
conditional,567,122,5,5,Angry,1.0,Female,5,5,5,5
conditional,567,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,567,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,567,143,7,7,Disgust,0.0,Male,7,7,7,7
conditional,567,352,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,567,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,567,174,5,5,Angry,0.0,Male,5,5,5,5
conditional,567,64,2,2,Calm,1.0,Female,2,2,2,2
conditional,567,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
conditional,567,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
conditional,567,43,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,567,123,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,567,210,7,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,567,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,567,274,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
conditional,567,21,7,7,Disgust,1.0,Female,7,7,7,7
conditional,567,152,4,4,Sad,0.0,Male,4,4,4,2 4
conditional,567,243,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,567,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
conditional,567,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
conditional,567,313,5,5,Angry,0.0,Male,5,5,5,5
conditional,567,339,4,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
conditional,567,70,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,567,8,1,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
conditional,567,262,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,567,214,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,567,30,7,2,Calm,1.0,Female,2,2,2,2
conditional,567,75,5,5,Angry,0.0,Male,5,5,5,5
conditional,567,329,5,5,Angry,0.0,Male,5,5,5,5
conditional,567,42,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,567,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
conditional,567,192,5,5,Angry,1.0,Female,5,5,5,5
conditional,567,60,4,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
conditional,567,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,567,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,567,87,8,8,Surprised,0.0,Male,8,3 8,3 8,3 6 8
conditional,567,347,4,4,Sad,0.0,Male,4,1 2 3 4,1 2 4,1 2 4
conditional,567,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,567,331,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,567,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,567,15,2,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
conditional,567,157,7,7,Disgust,1.0,Female,7,7,7,7
conditional,567,180,5,5,Angry,1.0,Female,5,5,5,5
conditional,567,155,2,4,Sad,1.0,Female,2,2,2,2
conditional,567,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,567,219,7,7,Disgust,0.0,Male,7,7,7,5 7
conditional,567,237,5,5,Angry,1.0,Female,5,5,5,5
conditional,567,102,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
conditional,567,217,8,8,Surprised,1.0,Female,8,8,8,8
conditional,568,42,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,568,24,5,5,Angry,0.0,Male,5,5,5,5
conditional,568,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
conditional,568,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,568,312,2,2,Calm,1.0,Female,2,2,2 4,2
conditional,568,4,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
conditional,568,293,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,568,291,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
conditional,568,330,2,2,Calm,1.0,Female,2,1 2,1 2,2
conditional,568,134,5,5,Angry,1.0,Female,5,5,5,5
conditional,568,203,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
conditional,568,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
conditional,568,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,568,271,3,6,Fearful,1.0,Female,6,3 6,3 6,3 6
conditional,568,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,568,45,7,7,Disgust,1.0,Female,7,7,7,7
conditional,568,152,6,4,Sad,0.0,Male,4,4,4,2 4
conditional,568,229,4,4,Sad,1.0,Female,4,4,4 6,4
conditional,568,215,6,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
conditional,568,320,4,6,Fearful,1.0,Female,4,4,2 4,4
conditional,568,276,1,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
conditional,568,122,5,5,Angry,1.0,Female,5,5,5,5
conditional,568,74,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,568,235,5,5,Angry,0.0,Male,5,5,5,5
conditional,568,172,2,2,Calm,1.0,Female,2,2,2,2
conditional,568,182,8,3,Happy,1.0,Female,3,3 5 6 8,3 6 8,3 6 8
conditional,568,100,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,568,335,5,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
conditional,568,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
conditional,568,281,3,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,568,104,3,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
conditional,568,89,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
conditional,568,77,2,2,Calm,1.0,Female,2,1 2,2,2
conditional,568,354,5,5,Angry,1.0,Female,5,5,5,5
conditional,568,72,4,4,Sad,1.0,Female,4,4,4,4
conditional,568,161,8,8,Surprised,1.0,Female,8,3 8,1 3 8,8
conditional,568,52,7,7,Disgust,0.0,Male,7,7,7,7
conditional,568,220,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
conditional,568,75,5,5,Angry,0.0,Male,5,5,5,5
conditional,568,14,3,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,568,68,8,8,Surprised,0.0,Male,8,1 3 4 6 8,3 6 8,3 6 8
conditional,568,97,8,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
conditional,568,260,4,3,Happy,0.0,Male,2,1 2,1 2,1 2
conditional,568,329,5,5,Angry,0.0,Male,5,5,5,5
conditional,568,181,2,2,Calm,1.0,Female,2,2,2,2
conditional,568,78,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
conditional,568,300,4,4,Sad,1.0,Female,2,2 4,2 4,2 4
conditional,568,194,6,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
conditional,568,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
conditional,568,187,3,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
conditional,569,171,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,569,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
conditional,569,93,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,569,341,7,7,Disgust,1.0,Female,7,7,7,7
conditional,569,306,2,2,Calm,1.0,Female,2,2,2,2
conditional,569,100,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,569,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
conditional,569,154,7,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
conditional,569,191,2,2,Calm,1.0,Female,2,2,2,2
conditional,569,117,1,4,Sad,1.0,Female,2,2,2,2
conditional,569,269,1,4,Sad,1.0,Female,2,1 2,1 2,1 2
conditional,569,76,5,7,Disgust,0.0,Male,7,5 7,7,5 7
conditional,569,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
conditional,569,57,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,569,319,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,569,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,569,196,5,5,Angry,0.0,Male,5,5,5,5
conditional,569,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
conditional,569,111,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,569,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,569,88,5,7,Disgust,0.0,Male,5,5 7,5 7,5 7
conditional,569,106,5,7,Disgust,0.0,Male,7,7,7,5 7
conditional,569,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
conditional,569,270,6,3,Happy,1.0,Female,3,3 6 8,3 6 8,3 6 8
conditional,569,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
conditional,569,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
conditional,569,70,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,569,73,8,8,Surprised,0.0,Male,3,3 6 8,3 6 8,3 6 8
conditional,569,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,569,185,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
conditional,569,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
conditional,569,61,3,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
conditional,569,296,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,569,331,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,569,156,4,4,Sad,0.0,Male,4,4,4,2 3 4
conditional,569,152,4,4,Sad,0.0,Male,4,4,4,2 4
conditional,569,99,2,6,Fearful,0.0,Male,4,3 4,3 4,3 4 6
conditional,569,276,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
conditional,569,227,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
conditional,569,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
conditional,569,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
conditional,569,77,2,2,Calm,1.0,Female,2,1 2,2,2
conditional,569,115,5,5,Angry,0.0,Male,5,5,5,5
conditional,569,246,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
conditional,569,262,4,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,569,320,4,6,Fearful,1.0,Female,4,4,2 4,4
conditional,569,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
conditional,569,329,5,5,Angry,0.0,Male,5,5,5,5
conditional,569,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,569,301,8,8,Surprised,1.0,Female,8,1 3 8,1 3 8,1 3 8
conditional,570,19,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,570,160,5,5,Angry,1.0,Female,5,5,5,5
conditional,570,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,570,78,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
conditional,570,173,6,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
conditional,570,315,2,1,Neutral,1.0,Female,1,1 2,1 2,1 2
conditional,570,238,3,8,Surprised,0.0,Male,8,3 8,8,3 8
conditional,570,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
conditional,570,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
conditional,570,351,6,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
conditional,570,136,5,5,Angry,1.0,Female,5,5,5,5
conditional,570,129,2,4,Sad,1.0,Female,2,2,2,2
conditional,570,265,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
conditional,570,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
conditional,570,205,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
conditional,570,341,8,7,Disgust,1.0,Female,7,7,7,7
conditional,570,210,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,570,244,1,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
conditional,570,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,570,105,4,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
conditional,570,15,2,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
conditional,570,231,5,5,Angry,0.0,Male,5,5,5,5
conditional,570,299,3,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
conditional,570,8,4,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
conditional,570,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
conditional,570,148,2,2,Calm,1.0,Female,2,2,2 4,2
conditional,570,27,7,7,Disgust,1.0,Female,7,7,7,7
conditional,570,62,8,8,Surprised,1.0,Female,8,3 8,8,8
conditional,570,186,4,5,Angry,0.0,Male,4,3 4 6,3 4 6,3 4 6
conditional,570,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,570,71,1,4,Sad,0.0,Male,2,1 2,1 2,1 2 4
conditional,570,297,2,2,Calm,1.0,Female,2,1 2,2,2
conditional,570,194,3,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
conditional,570,225,8,8,Surprised,1.0,Female,8,3 8,8,8
conditional,570,221,8,8,Surprised,0.0,Male,8,3 8,1 3 8,1 3 8
conditional,570,256,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,570,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,570,283,4,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
conditional,570,180,5,5,Angry,1.0,Female,5,5,5,5
conditional,570,311,1,4,Sad,1.0,Female,2,1 2 4,1 2 4,1 2 4
conditional,570,121,3,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
conditional,570,255,3,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
conditional,570,278,3,8,Surprised,0.0,Male,8,3 8,8,3 8
conditional,570,354,5,5,Angry,1.0,Female,5,5,5,5
conditional,570,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
conditional,570,237,5,5,Angry,1.0,Female,5,5,5,5
conditional,570,85,7,7,Disgust,0.0,Male,7,7,7,7
conditional,570,308,2,7,Disgust,1.0,Female,7,2 7,2 7,2 7
conditional,570,340,7,7,Disgust,1.0,Female,7,7,7,7
conditional,570,332,4,4,Sad,1.0,Female,4,4,4,4
conditional,571,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
conditional,571,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,571,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
conditional,571,331,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,571,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
conditional,571,153,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,571,152,4,4,Sad,0.0,Male,4,4,4,2 4
conditional,571,43,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,571,237,5,5,Angry,1.0,Female,5,5,5,5
conditional,571,199,2,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
conditional,571,217,8,8,Surprised,1.0,Female,8,8,8,8
conditional,571,347,4,4,Sad,0.0,Male,4,1 2 3 4,1 2 4,1 2 4
conditional,571,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
conditional,571,42,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,571,180,5,5,Angry,1.0,Female,5,5,5,5
conditional,571,8,1,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
conditional,571,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
conditional,571,274,1,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
conditional,571,214,6,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,571,64,2,2,Calm,1.0,Female,2,2,2,2
conditional,571,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,571,123,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,571,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,571,210,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,571,262,4,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,571,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,571,21,7,7,Disgust,1.0,Female,7,7,7,7
conditional,571,102,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
conditional,571,70,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,571,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,571,243,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,571,329,5,5,Angry,0.0,Male,5,5,5,5
conditional,571,75,5,5,Angry,0.0,Male,5,5,5,5
conditional,571,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,571,155,2,4,Sad,1.0,Female,2,2,2,2
conditional,571,219,7,7,Disgust,0.0,Male,7,7,7,5 7
conditional,571,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,571,174,7,5,Angry,0.0,Male,5,5,5,5
conditional,571,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
conditional,571,352,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,571,285,3,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,571,60,8,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
conditional,571,157,7,7,Disgust,1.0,Female,7,7,7,7
conditional,571,87,8,8,Surprised,0.0,Male,8,3 8,3 8,3 6 8
conditional,571,122,5,5,Angry,1.0,Female,5,5,5,5
conditional,571,143,4,7,Disgust,0.0,Male,7,7,7,7
conditional,571,313,5,5,Angry,0.0,Male,5,5,5,5
conditional,571,192,6,5,Angry,1.0,Female,5,5,5,5
conditional,571,30,1,2,Calm,1.0,Female,2,2,2,2
conditional,571,339,5,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
conditional,572,331,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,572,192,5,5,Angry,1.0,Female,5,5,5,5
conditional,572,15,2,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
conditional,572,243,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,572,180,5,5,Angry,1.0,Female,5,5,5,5
conditional,572,217,8,8,Surprised,1.0,Female,8,8,8,8
conditional,572,174,5,5,Angry,0.0,Male,5,5,5,5
conditional,572,267,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,572,268,2,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,572,143,7,7,Disgust,0.0,Male,7,7,7,7
conditional,572,347,4,4,Sad,0.0,Male,4,1 2 3 4,1 2 4,1 2 4
conditional,572,321,8,8,Surprised,1.0,Female,8,3 8,3 8,8
conditional,572,60,1,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
conditional,572,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
conditional,572,152,4,4,Sad,0.0,Male,4,4,4,2 4
conditional,572,210,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,572,144,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
conditional,572,70,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,572,123,2,2,Calm,0.0,Male,2,1 2,2,1 2
conditional,572,313,5,5,Angry,0.0,Male,5,5,5,5
conditional,572,122,5,5,Angry,1.0,Female,5,5,5,5
conditional,572,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
conditional,572,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
conditional,572,102,1,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
conditional,572,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
conditional,572,262,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
conditional,572,30,2,2,Calm,1.0,Female,2,2,2,2
conditional,572,157,7,7,Disgust,1.0,Female,7,7,7,7
conditional,572,75,5,5,Angry,0.0,Male,5,5,5,5
conditional,572,43,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,572,21,7,7,Disgust,1.0,Female,7,7,7,7
conditional,572,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
conditional,572,199,4,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
conditional,572,153,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
conditional,572,352,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,572,329,5,5,Angry,0.0,Male,5,5,5,5
conditional,572,274,4,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
conditional,572,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
conditional,572,339,4,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
conditional,572,239,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,572,42,6,6,Fearful,0.0,Male,6,3 6,3 6,3 6 8
conditional,572,64,2,2,Calm,1.0,Female,2,2,2,2
conditional,572,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
conditional,572,219,7,7,Disgust,0.0,Male,7,7,7,5 7
conditional,572,87,8,8,Surprised,0.0,Male,8,3 8,3 8,3 6 8
conditional,572,8,2,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
conditional,572,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,572,155,2,4,Sad,1.0,Female,2,2,2,2
conditional,572,214,3,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,572,237,5,5,Angry,1.0,Female,5,5,5,5
conditional,573,72,4,4,Sad,1.0,Female,4,4,4,4
conditional,573,103,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,573,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
conditional,573,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
conditional,573,14,3,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
conditional,573,272,8,5,Angry,1.0,Female,5,5 8,5 8,5 8
conditional,573,354,5,5,Angry,1.0,Female,5,5,5,5
conditional,573,228,5,5,Angry,0.0,Male,5,5,5,5
conditional,573,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
conditional,573,120,4,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
conditional,573,136,5,5,Angry,1.0,Female,5,5,5,5
conditional,573,155,2,4,Sad,1.0,Female,2,2,2,2
conditional,573,96,2,2,Calm,0.0,Male,2,2,2,1 2
conditional,573,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
conditional,573,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
conditional,573,197,7,7,Disgust,1.0,Female,7,7,7,7
conditional,573,212,3,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
conditional,573,287,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
conditional,573,351,8,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
conditional,573,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
conditional,573,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
conditional,573,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
